문장,성소수자,인종국적,연령,지역,종교,기타혐오,악플욕설,clean,개인지칭,성별
여성부에서 저런 개슬람 외노자 새끼들 인권보호해주는거 보면 존내 욱낌.,0,1,0,0,1,0,0,0,0,0
국내 도입이 시급하다,0,0,0,0,0,0,0,1,0,0
빍ㅔ이츠 공산당이다,0,0,0,0,0,0,1,0,1,0
갑질장군 박찬주 영입하고..교안이는 박광훈 사이비 목사놈 하고 절친이고..진정이 답이 없는 틀딱당..ㅜ,0,0,1,0,0,0,0,0,1,0
반자이 반자이 이런게 들림,0,0,0,0,0,0,0,1,0,0
맞는 말이잖아.. 에이즈 동성애가 원인 맞는데,1,0,0,0,0,0,0,0,0,0
군대 가니까 최군보단 낫네 ㅋㅋ,0,0,0,0,0,0,1,0,1,0
좆팔놈들이 싸게싸게 재기 안 하고 여즉 바깥을 나돌아다니는 거노? 안 되겠다이기야 내가 빨리 황천길 갈 수 있게 재기시켜버려야겠노 간판으로 찍어서 머리를 터트려버려야겠다이기,0,0,0,0,0,0,0,0,0,1
자집애들은 세상살기 참 편하노 후팔,0,0,0,0,0,0,0,0,0,1
일용직 베스트는 아직도 노무현 합성한 사진 가지고 낄낄거리노. 자집애들 답게 발전 없이 웜한테 발렸노. 이제 누가 일베를 신경쓰노? 이제 기사에서도 6워마드 못지 않은9 일베라고 하노. 이새끼들은 자존심도 없다 이기야.,0,0,0,0,0,1,0,0,1,1
이자스민 때문에 새누리당 지지율 5%는 하락한것 같다이자스민 빨리 내쫓아내야한다. 안그러면 새누리당 망한다,0,1,0,0,0,0,0,0,1,0
용산역 영등포역 평택역에 왜 빡촌이 있었겠냐. 전라도년들 싸게싸게 올라오라고 있능겨,0,0,0,1,0,0,0,0,0,1
팝송 좋아해서 tbs efm 자주 듣는데 오전 시간에 하더라원래 에이미라는 백마가 진행하는 프로 있었는데 자스민 때문에 짤린듯,0,1,0,0,0,0,0,0,1,0
나보다 더 잘입고 다니네 ㅋㅋ난민맞냐? ㅋㅋ,0,1,0,0,0,0,0,0,0,0
김구라 젊었네 ㅋㅋㅋ,0,0,0,0,0,0,0,1,0,0
Ai라 평생 장애는 안가지겠네.. 바이러스 쳐먹어서. 고장날뿐이지..기계따위라,0,0,0,0,0,0,1,0,0,0
아니 근데 막상 시키면 왜이런거 시키냐고 그러고 농땡이부리면서 안하던데,0,0,0,0,0,0,1,0,0,0
957 요정 디폴트가 왜 여자냐 요정은 자지한테나 어울리는 말이노,0,0,0,0,0,0,0,0,0,1
지잡하나 없어지는게 무 슨상 관이노?,0,0,0,0,0,1,0,0,1,0
언냐 꽃길만 걷긔^^7,0,0,0,0,0,0,0,1,0,0
문죄인도 ㅈ대고 똥꼬충들도 ㅂㄷㅂㄷ 되고. 일타 이피. ㅅㅌㅊ,1,0,0,0,0,0,0,0,1,0
ㅆㅂ 조선족 벼룩 빈대같은 새끼들ㅋㅋㅋㅋㅋ,0,1,0,0,0,0,0,0,0,0
맞는 말이노 내 존재 자체가 페미니즘이 될 수 있게 더욱 더 힘조야겠노,0,0,0,0,0,0,0,1,0,0
강용석이 맞는말 했구만.필리피노 뇬이 어따 데고 갑질인고?!!어휴.저런뇬 공천 시킨 새누리당도 제정신 아냐~~~,0,1,0,0,0,0,0,0,1,0
산이가 부릅니다.  기레기레기.,0,0,0,0,0,1,0,0,1,0
전라도새끼들은 저돈 못받으면 이명박근혜 탓할거 부터 찾아봄,0,0,0,1,0,0,0,0,1,0
천조국 대통령이 성경책에 손얹고 선서하는 거 보면 존나 멋있고 감동적인데김치맨들이 하면 그저 똥송,0,1,0,0,0,0,0,0,1,0
이제 김치년들은 진짜로 가망이 없는듯 무조건 피하는게 답이다,0,0,0,0,0,0,0,0,0,1
쟤가 그 한서희임?? 이제부터 페니니스트한다..,0,0,0,0,0,0,0,0,1,1
씨발 속을뻔했노 ㅋㅋㅋㅋㅋㅋ 막짤임 겨우 댓글 보고 찾음 씨발 존나 싱크로율 99%,0,0,0,0,0,0,1,0,0,0
이번 정권은 진짜 쓰레기 주변 자영업자들 다죽는소리한다.검찰개혁필요하지만 그전에 조국사퇴가 먼저다,0,0,0,0,0,1,0,0,1,0
ㄹㅇ 외노자 다 쫒아버리고 관광금지 때리고 이자슨민 돌려보내주면 좋겠다,0,1,0,0,0,0,0,0,1,0
삼가 고인의 명복을 빕니다...,0,0,0,0,0,0,0,1,0,0
대물취급받고 울컥하노 ㅋㅋ,0,0,0,0,0,0,0,1,0,0
이방카 패러디한 영상봐야겠다 시부레... ㄹㅇ 이방카세절예존예보스임 퇴물 페미된 블랙위도우년이 이방카 코스프레하고 비꼬는데 존나눈물겹더라ㅋㅋ,0,0,0,0,0,0,0,0,1,1
태초~고대시대의 전쟁은 왠지 저랬을것같다싸울땐 몇일밤낮을 싸울때도있다던데그정도면 무기중간에놓지고 맨손으로싸우는일도 빈번했을것같음,0,0,0,0,0,0,0,1,0,0
크리스천들은 거기서 거기지 오십보백보인 새끼들이 무슨 천주교니 개신교니서로 욕하고 따지고 잇는 모습을 보면 참 기도 안찬다 ㅋㅋㅋ ㄹㅇ 도찐개찐,0,0,0,0,1,0,0,0,0,0
이새끼들은 자칭 우파라는것들이 우파표얻을건 당연하게 생각하니 안심하고앉았고 자꾸 전라도랑 ㅂㅈ표 얻을라고 발악하네.진짜 글럿다.,0,0,0,1,0,0,0,0,0,1
으휴 30 40대가 꼴통달창세대여서 그런지 애들관리도 개판이구나,0,0,1,0,0,0,0,0,0,0
저번에 노회찬때는 추모글 엄청 올라옴 ㅋㅋㅋ 얼탱이가 없더라 김포도 홍어천지임,0,0,0,1,0,0,0,0,1,0
일단 기득권은 무조건 추진하고 싶은데 토론하면 반대하는 소리 나오니까 토론을 안하는거지 ㅋㅋㅋ직관적으로 생각하면 간단한건데 뭘 이상하게 생각함?,0,0,0,0,0,0,0,1,0,0
머모님 윾재석 눈치보게 하실때부터 알아봤다이기... 봊멋. 나련 초등학교 시절 이효리 나오는 프로그램 많이 봤었는데 그거 덕분에 유충들 잘 팼던듯ㅋㅋㅋㅋㅌㅋ 컴백 언제하시노 광고ㅓㅇ,0,0,1,0,0,0,0,0,1,1
정겸심 교수 심리한거 보도 안하냐? 기레기 셐2야..,0,0,0,0,0,1,0,0,1,0
실친 웜에서 만난것도좆목이노?? 글삭 ㄱ?,0,0,0,0,0,0,0,1,0,0
역시 동양인은. . .제너럴 조님은 틀리셨다,0,1,0,0,0,0,0,0,1,0
그럼 한국으로 꺼지시던가 칭챙총 후진국새끼가 미국이 어쩌니저쩌니 미국운운하고 자빠졋노 거기서 패배자니까 방구석에서 글쓰면서 신세한탄 스트레스푸네 ㅄ ㅋㅋ,0,1,0,0,0,0,0,0,0,0
"작은 물방울 하나하나가 모여 푸른 강물을 이루고, 모래 한 알 한 알이 모여 은빛 사막을 이루며, 별 하나하나가 모여 은하수를 이루듯  한국교회 연합기관이 하나되어 원메세지 원리더쉽으로 힘을 모아 부흥의 전성기를 맞이하게되길 기도합니다",0,0,0,0,0,0,0,1,0,0
한국교회 전체를 세우시는 세움총회 기대되고 기도합니다,0,0,0,0,0,0,0,1,0,0
병신들 이순신도 충남 아산 출신이다 어휴 라도수준하곤,0,0,0,1,0,0,0,0,0,0
글쓴게이야 김정은보다 림종석 후장빠는게 더 치욕적일거라고 조언댓글 달아,1,0,0,0,0,0,0,0,1,0
도대체 재앙이 딸래미가 이민을가던 국적포기를하던 왜 지랄인거야ㅋ 이것도 뭐 대통령딸은 무조건 대한민국 국적으로 한국에서 살아야한다는 떼법주장하는건가?ㅋ,0,0,0,0,0,0,1,0,1,0
업소에서는 영상 안찍는다.장부는 몰라도 영상은 가치가 없음,0,0,0,0,0,0,0,1,0,0
하~세살부터 동성애 교육이라~~ 아이를 가진 학부모로써 절대반대합니다,1,0,0,0,0,0,0,0,0,0
샤넌만 인정한다. 미개한 김치년들의 질투심에 지지 않았으면 좋겠다,0,0,0,0,0,0,0,0,0,1
키야 사스가 갓스시녀,0,1,0,0,0,0,0,0,0,1
10만명요?,0,0,0,0,0,0,0,1,0,0
김치빻와꾸를 빠는거 자체가 노이해 맨날 내가수 이지랄낫노,0,0,0,0,0,0,1,0,0,0
미세먼지도 좆같은데 폐병 걸리면 문재앙 개새끼랑 짱깨들 몇마리 데리고 간다 진심,0,1,0,0,0,0,0,0,1,0
한남아 신사가 되고싶으냐? 고재기를 따라가라,0,0,0,0,0,0,0,0,1,1
이길여같아,0,0,0,0,0,0,1,0,1,0
줄서있는 애들보면 다리부러트리고 싶은데 정상임?,0,0,0,0,0,0,1,0,0,0
홍어들 지들이 뽑은 문재앙 때문에 경제씹창나고 일베에서 존나 노는중,0,0,0,1,0,0,0,0,1,0
급식충을 위해서 김영삼의 업적,0,0,1,0,0,0,0,0,1,0
씨발 하다하다 아이티 앰흑새끼들이랑 비교를 하노ㅋㅋㅋㅋㅋㅋㅋ 분통한건 알겠는데 찐따새끼들마냥 오버좀 그만해라ㅋㅋㅋㅋㅋㅋㅋㅋ,0,1,0,0,0,0,0,0,0,0
얘 끌어들인게 박근혜라고? 와 진짜 썅년닭년 에휴,0,0,0,0,0,0,1,0,1,0
진우 얼굴을 보자마자 왜 여혐하는지 알겠노,0,0,0,0,0,0,1,0,1,0
머가리에 음식물찌거기만 들어있노 저럴시간에 컴끄고 책을읽겠노,0,0,0,0,0,0,1,0,0,0
좌빨종북주사파 달창대개문 김정은애완견 들 조민 표창장 은 어디서 나온거야 유시민은 동양대 총장한데 전화 는 왜 한거야 중국가서 사드 보복하라구 고자질 은 누가 한거야비리 들어나면 메신저 공격하는 생양아치 좌빨 종북주사파 달창대개문 김정은애완견 들,0,0,0,0,0,1,0,0,1,0
갓주국자 성님 충성충성한냄져 6.9 소추들 몰살부탁드린다 이기,0,0,0,0,0,0,0,0,1,1
개독교새끼들은 정신병자이고 위선자에다가 악마이다 이럼 또 죄짓는다고 지옥드립 정신병자처럼 치겠지 병신들이 사실상 정신병동에 갖쳐야 할새끼들 풀어주니까 지랄하는거임,0,0,0,0,1,1,0,0,0,0
보이루= 보겸+하이루 보겸이 패미 몇번 까고 고소하고 하다가 갑자기 페미중에 한사람이 보이루를 보x+하이루로 바꿔서 설명 페미들 이때다 싶어서 여혐단어쓰는 사람이라 공격 이게 더 정신나간거 아니냐?,0,0,0,0,0,0,0,0,1,1
보지들 씨부리는 거 노관심이다손석희 운지하는거 보고싶은거지한남이 호구새끼지 는 씨발 넌 태생이 보빨 마인드노?,0,0,0,0,0,0,0,0,1,1
리비도의 고장,0,0,0,0,0,0,0,1,0,0
윤석열은 단호히 반대하길 바란다 저거 말이 좋아 차별금지법이지 게이 레즈비언들이 판치게 만드는 악법이다 지들 자식들 다 키워놓은 국가망치는 썅노무들이야 상관 없겠지만 우리 아이들은 어쩌냐 쉽게말해 군대가서 내 아들 bu알 주무르는 고참 놈 게이라고 신고도 못하게 만드는 악법이다,1,0,0,0,0,0,0,0,1,0
왜 걍 박근혜라 했을때 거슬리는가 했노. 자댕이들은 재기놈도 성재기님 웅앵 이러는데 박근혜 대통령님도 박근혜 띡 이렇게 부르지말고 최초의 대통령이시니만큼 봊나 올려쳐야하노.,0,0,0,0,0,0,0,0,1,1
목사라고만 하지 어느교회 목사인지 왜 안 말하지 그 교회 신자들도 검사 받아야 되는거 아닌가,0,0,0,0,0,0,0,1,0,0
충 쓰면 법적으로 벌금 30만원인데 ㅋㅋㅋㅋ,0,0,0,0,0,0,0,1,0,0
증국몽 하는새끼 후빨하면서 짱깨욕ㅋㅋㅋㅋㅋㅋㅋ갓센징들의 아이덴티티 끝판왕을 보여주넼ㅋㅋㅋㅋㅋㅋㅋ,0,1,0,0,0,0,0,0,0,0
짱깨 홍어들 화력에 열광하는 일베 ㄷㄷ,0,1,0,1,0,0,0,0,0,0
존나 씨발 개똘똘한 새끼일세,0,0,0,0,0,0,1,0,0,0
노래방에서 저지랄하는거 한남종특임 ㅋ 다죽이고싶다,0,0,0,0,0,0,0,0,0,1
박정희가 진짜 쌍도남자아니냐? 독재반대하는사람들 싸그리 다 고문시키고 ㄷㄷ..,0,0,0,1,0,0,0,0,1,0
치매걸리면 후팔좆팔 재기해 씌앙롬아 이러는거 아니냐 ㅋㅋㅋ ^느^ 꾸르잼ㅋㅋㅋ,0,0,0,0,0,0,1,0,0,0
현자가 되어서 책을 읽다니,0,0,0,0,0,0,0,1,0,0
전국의 목사들 전부 싸잡아서 정신교육 시키고 검사해서 합격한사람들만 목사시키고 1년에 한번씩 정기검진합시다 대체 믿을수가없네,0,0,0,0,1,0,0,0,0,0
"진짜 돼지는 귀엽기라도 하지, 저년들은 어휴... 노희찬 따라가, 제발!",0,0,0,0,0,0,0,0,1,1
검사하는 김에 에이즈 검사랑 성병 검사도 같이해라,1,0,0,0,0,0,0,0,0,0
오유 : 새누리가 싫어서 이자스민을 싫어함일베 : 유색외국인 싫어서 이자스민을 싫어함진정한 좌우합작의 공신,0,1,0,0,0,0,0,0,1,0
기회주의자 색히들우리 승민장인어른은 봐준다,0,0,0,0,0,0,1,0,1,0
목사 인게 문제가 아니라 남자가 잘생겼으면 고소도 안했을듯 레알 원빈이 뽀뽀 했어봐라 고소당했겠냐?,0,0,0,0,0,0,1,0,1,0
지금까지 특검수준의 조사해놓기 뭘 또 할려구? 나경원 아들래미 특혜 수사나 해보자,0,0,0,0,0,0,1,0,1,0
서초동200백만 조국사수 검찰개혁 그러는 니넨 1천명 어따. 대구. 에서. 뭐해~,0,0,0,1,0,0,0,0,1,0
유노는 탈라도 아니노,0,0,0,1,0,0,0,0,1,0
더러운 개쌍도놈들 ㅉㅉ,0,0,0,1,0,0,0,0,0,0
가세연은 김용호와 김세의는 잔머리 안굴리는데 강용석은 생각이 많은것 같음. 전라도는 어떤 위치의 어떤 사람이던 안믿는다,0,0,0,1,0,0,0,0,1,0
헌금!!!!!!하면 제일사랑교회 전광훈 목사와 그를 따르는 목사들을 따라 갈수가 없지요 ㅋㅋㅋ,0,0,0,0,1,0,0,0,1,0
1억5천 여행이라.... 삼성 이재용이 저란 여행 햇으면 지보랑 노조 새끼들 벌떼처럼 게거품 물고 잡아 멋엇을건데...,0,0,0,0,0,1,0,0,1,0
3일 전요. 딱 3일. 소문이 퍼지는 기간과 해명의 기회를 주지 않을 수 있는 기간이라 11 일~12 일 나올 가능성이 클겁니다.,0,0,0,0,0,0,0,1,0,0
한남시계에서 보겸이랑 같은 유형이노 안경버무리만 하면 구별못하겠노 ㅋㅋ,0,0,0,0,0,0,0,0,1,1
걍 방구석에서 20주년 행사하면 안될까? 방송 인터뷰에 얼굴도 안 나오고 음성 처리만 해달라고 한거임??? 그럼 스스로 자신에게도 떳떳한 생각이 안들어서 그런거 아닐까? 당신의 아빠가 여자였음 어땠을까? 당신의 엄마가 남자였음 어땠을까? 생각 좀 해 봐라. ㅠ ㅠ,1,0,0,0,0,0,0,0,0,0
저기서 성소수자는 좀 뺍시다. 유리할땐 여자됐다 불리할땐 남자됐다 이러는 인간들.,1,0,0,0,0,0,0,0,0,0
글 앵나 잘썼노 분석꿘 ㅇㅈ다 이기야 글 하나하나 곱씹으며 내렸는데 문재앙 얼굴보고 갑자기 기분 재기했노. 평소에 어떤 생각을 하면 사람을 저렇게 쳐다보노? 나는 저런표정 나올때가 뽀송한 쇼린이 엉덩이 볼때밖에 없는데말이노. 문재앙 역겹다 이기,0,0,1,0,0,0,0,0,1,0
애들한테는 그래도 이성애가 맞는 거라고 가르쳐야 하지 않을 까요?,1,0,0,0,0,0,0,0,0,0
목사는 개나소나 되나봐요 하긴 전광훈도 목사라고 하던되 애비 죄 사함하기위해 쇼쇼쇼 하는가,0,0,0,0,1,0,0,0,1,0
이준 좀 위험한 발언인데...아무리 인기 아이돌이라고해도 김치년들한테 미운털 박히면 훅 간당께...,0,0,0,0,0,0,0,0,1,1
다문화도 급이 있지 시발 똥남아 새끼들말고 선진국 대려와야지 노근혜 뭐하고있냐 ? ㅅㅂ,0,1,0,0,0,0,0,0,1,0
보지들이 문제앙을 더 지지하게 되는 효과를 보는것임전략적인 조작과 언플은 좌좀이 전문이긴함,0,0,0,0,0,1,0,0,1,1
개쌍도 아니라서예지력 하락,0,0,0,1,0,0,0,0,1,0
저번준가 저저번준가 신촌갔다가 이자슨민 길에서 마주침. 백인놈이랑 같이 팔짱? 끼고 있던거 같던데. 얘 남편있냐???,0,1,0,0,0,0,0,0,1,0
"틀딱들은 오세훈,박형준 싫어하드라.오세훈 민변출신박형준 학생운동전력",0,0,1,0,0,0,0,0,1,0
근데 저거 통계보면 여자들은 앵나 똑똑하다고해야하나? 대세를 따라가려고하는게 강한것같지않노 익이 . 여자가 dna로 우월한 인지랄 골랐다면 백인냄져가아니라 흑인냄져를 골랐을텐데,0,1,0,0,0,0,0,0,0,1
노짱사진보여주는거는 고문아니냐?,0,0,0,0,0,0,1,0,1,0
반기문 그만빨아라 저세끼 존나 다문화 지지자임. 뭐 문죄인이도 마찬가지 겠지만 이제 누가 대통령되도 헬1조선은 똥남아 개슬림 좆족 으로 드글드글 거리게 생겼다,0,1,0,0,0,0,0,0,1,0
여성 권리 운운하기 전에 니네 능력이나 좀 키워라,0,0,0,0,0,0,0,0,0,1
586진보머학생: 틀니새끼들이 이준석 내쫓으려한다! 닭닭틀틀!!,0,0,1,0,0,0,0,0,1,0
옥자환은 어떻게 착용하냐,0,0,0,0,0,0,0,1,0,0
임마 대구가 원래 한국의 모스크바였어옛날엔 대구가 남로당 본거지였어대구사태 일어나서 박정희 친형이 총 맞고 사망함.,0,0,0,1,0,0,0,0,1,0
일베새끼들이 좆나 빠는 명박이가 조선족 다문화 졸 퍼준건 아노? ㅋㅋㅋ,0,1,0,0,0,0,0,0,1,0
개슬람은 까지만 맨시티나 파리생 빠는 행위=미 제국주의는 싫지만 나이키 맥도날드 애플 이용하기설마 개슬람 극딜하면서 오일머니 빠는 머중잦이들은 없겠지?,0,0,0,0,1,0,0,0,1,0
양성평등이랑 성평등은 다른얘기다 김동식의원님 응원합니다! 제발 이 나라의 성평등을 막아주세요,0,0,0,0,0,0,0,0,1,1
전라도에서 북괴 김씨 3부자 쳐빠는 새키들이 바로 저런 부류임북괴 주체사상교가 기독교의 변형된 사이비형태거든나라 10창내고 부정선거 저지른 종중 종북 매국노 민족반역 공산 독재자 문재앙 지지율이 지금 전라도에서 92프로임,0,0,0,1,0,0,0,0,1,0
늙은 놈이 추하게 여자 존나게 밝히네미국 대통령 앞에서까지 한다는 말이“여자 없나요?”,0,0,0,0,0,0,1,0,0,0
맨날 전라도 전라도 하더니 경상도도 만만치 않노,0,0,0,1,0,0,0,0,0,0
범죄 저지르는 외궈새끼들 제대로 처벌이나 하면서 저러면 모르는데 씨발,0,1,0,0,0,0,0,0,0,0
와 그래프 앵나 좆같다,0,0,0,0,0,0,1,0,0,0
전라도가 뽑은 문재앙때문에 경상도사람들이 고생한다,0,0,0,1,0,0,0,0,1,0
전라도 섬노예로쓰면되는데 그치?,0,0,0,1,0,0,0,0,0,0
웜퉤지 몇구된다고 4만따리 운운하는거노,0,0,0,0,0,0,0,0,0,1
요즘 일베에 개독새끼들 존나 많아짐ㅋㅋㅋㅋ 사탄새끼들,0,0,0,0,1,0,0,0,0,0
레이디 무현 너무하노,0,0,0,0,0,0,1,0,1,0
항문성교가 먼 자랑이라고 광장에 나와서 하겠다고 참...이게 다 박원순시장이 광장사용승인해줬기 때문이야 신천지도 게이들도 다 ~~~에잇!!! 특권중의 특권자들 !!!!,1,0,0,0,0,0,0,0,1,0
야 근데 말자체만 놓고보면 틀린말아니지않냐?탈북자새끼들은 어짜피 한번 배신이라면 배신을 한거로 볼수도있는거잖아저새끼들은 지꼴리면 위기상황때 한국 통수치고 북괴편들수도있다고본다별로 말자체만놓고 틀린말로보이지는않는데임수경이라는게;;,0,1,0,0,0,0,0,0,1,0
와ㅡ그만큼 찾는 사람도 많다는거아냐ㅜㅜ돈을 긁어모았네ㅋ,0,0,0,0,0,0,0,1,0,0
애초에 도와줄 용기도 없으면서 안도와준다 이러고있네 개그하나ㅋㅋ,0,0,0,0,0,0,1,0,0,0
좆족범죄자새끼한테 본때를 보인 한국인이 감옥에서 고생ㅋㅋ단언컨데 문재앙은 조선족이다 농담아님모든 정책과 행보가 증명함,0,1,0,0,0,0,0,0,1,0
ㅋㅋ 니들이자스민 종교가 뭔지 아냐? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,1,0,1,0
불법광고물로 철거 신고해라 이기야,0,0,0,0,0,0,1,0,0,0
트럼프를 왜 노무현에다 비교함금수저로 태어나서 부동산으로 떼돈벌고 정계 입문한건데 ㅋㅋ,0,0,0,0,0,0,1,0,1,0
가만보면 목사들은 다 한통속이네 다들 하나님의 벌을 박은겨 하나님 믿으라 했는데 지 권력 이용해서 전광훈이랑 태극기집회 믿으라 하니까 잘못했다 화개하기 전에는 패가망신할겨,0,0,0,0,1,0,0,0,1,0
차별금지법 통과되면 이나라는 답이 없다 문씨랑 민주당놈들이 대한민국을 개 박살내는구나 ㅠㅠㅠㅠㅠㅠㅠㅠㅠ,1,0,0,0,0,0,0,0,1,0
외대에 왜 외노자들이 잔뜩있노 .. 니네 나라로 가 학교 이름에 똥칠하지말구요,0,1,0,0,0,0,0,0,0,0
예전에 이제석 표절이라고 까던새끼들이 일베 아니노?,0,0,0,0,0,0,1,0,1,0
닥쳐이자슨민은 팩트없어도 까도돼,0,0,0,0,0,1,0,0,1,0
"그냥 전라도 출신 , 강간 성추행 전과자 , 남성성 자체에 트라우마를 가지고 있는 저지능 성소수자 제외하고 최소한의 사람 구실이라도 하는 20대 남자는 죄다 문재인 싫어한다고 보면 됨. 그냥",1,0,0,1,0,1,0,0,1,0
그 와중에 ^설렁탕^은 왜사오노 머갈빻은 좆놈이? 보지한테 애 한명당 2억 이상 줄거 아니면 ^선심^쓰는척 하지 마라 이기야,0,0,0,0,0,0,0,0,0,1
문재앙덕분에 짱께멀티 되는것도 한순간이네,0,1,0,0,0,0,0,0,1,0
ㄹㅇ 한심한 씹같은년들 에휴 좃같은 개년들이 어린이집 애새끼 뎐져놓고 노가리나까고 3355 모여서 좃목질만 하지 연애기사 이야기는 다하고다니더라 씹년들 좃도 모르면서 배현진 까기 바쁘고ㅋㅋ,0,0,0,0,0,0,0,0,1,1
오피단속걸리는 애들은 진짜 로또사봐야하는거 아니냐?,0,0,0,0,0,0,1,0,0,0
이새끼 닮았는데?? 좆다니엘 점마 짱깨핏줄인듯,0,1,0,0,0,0,0,0,1,0
편하게 해주겠다는데도 지랄하네,0,0,0,0,0,0,1,0,0,0
어쩐지 문통지지률과 민주당 지지률 이상하고 대통령 응원 만이올라가더라 모두가 공산당과 짱개들 짓이내,0,1,0,0,0,0,0,0,1,0
김태훈 : 합부르크왕가 턱이라 별명 턱후니. 함몰자지. 좆스쿨다니는 상폐자지 상폐인데 미필이라 열폭감에쩔어있음. 피부에 좆드름남. 170cm,0,0,0,0,0,1,0,0,1,0
ㅋㅋㅋㅋㅋㅋ 놈딱 팩트노,0,0,0,0,0,0,0,1,0,0
저새끼들은 지들 자식새끼가 외국인이니까 저 지랄들임 국회의원 자격요건에 직계가족에 외국인 있으면 자격요건 미달을 박아야함,0,1,0,0,0,0,0,0,0,0
3천년전 쓰레빠도 못신은 중동 잡놈을 어떤놈이 신으로 만든거냐? 니들이 한번도 못본 쉐끼를 집단으로 모여 절한다고 뒤진놈이 뭘해줘? 예수세끼가 왜 처 뒤진건지 이제서야 알겟다,0,1,0,0,1,0,0,0,0,0
잘가라~~,0,0,0,0,0,0,0,1,0,0
금태섭은 어떻게 성소수자와 장애인을 같이 취급할 수 있나. 장애인은 본인들 선택과 상관 없이 사회적 약자가 된 사람들이고 성소수자는 본인들이 선택한 것이다. 안철수가 만약 장애인을 위한 축제가 광화문에 열린다고 했대도 도심에서 멀리 가서 하라고 했을까?,1,0,0,0,0,0,0,0,1,0
혐오와 차별대화사례는 사과할일이 아님. 일그러진 자화상이니까 있는 그대로 민낯이 드러난거. 개인정보 도용은 그냥 벌금도 내고 깜빵도 가세요. 사과로 해결안됨.,0,0,0,0,0,0,1,0,0,0
김영삼 정부때부터 여야 가릴 거 없이 외노자나 외국인 정책에 실패한 결과지 우리 나라에 도움이 될 사람들이 아니고 죄다 도움 안 되는 단순 노동자들임,0,1,0,0,0,0,0,0,1,0
2번째 두손 모으고 얌전히 서있는놈 근무군무 꼴리^노^ 벗겨다가 엉덩이 채찍질 해주노 싶다 이기야,0,0,0,0,0,0,1,0,0,0
이런 개독교를 숭배하는게 황교활이라는 점 이새기가 되면 이나라가 아주 사이비교주들로 물들겠지 끔찍하다,0,0,0,0,1,0,0,0,1,0
다문화센터 시발ㅋㅋㅋㅋㅋ 이자슨민이나 챙겨 ㅋㅋㅋㅋ,0,1,0,0,0,0,0,0,1,0
으휴 안에서 새는 똥양남 밖에서도 샌다 너련 욕봤노,0,1,0,0,0,0,0,0,0,1
지금 바이든이 유리하네,0,0,0,0,0,0,0,1,0,0
틀딱들 분열 존내 일으키네 어디 뭐 나경은이 당대표되면 자리하나 준다냐,0,0,1,0,0,0,0,0,0,0
홍준표도 보통 꼰대가 아니지만 페미발언은 민좆당이 훨씬 많이 했는데 홍준표 짤 들고 온다고??,0,0,0,0,0,1,0,0,1,0
ㅁㅊ...,0,0,0,0,0,0,1,0,0,0
세금충들 특기 중 하나는 존버,0,0,0,0,0,0,1,0,0,0
"예전에 일베에서 따봉충 한번 깐적 있었는데신태일은 따봉충으로 성공한 사람이라고 급식들 풀발기 한거 기억나네그때 일베에 철없는 급식 존나 많다고 느낌급식들 성공의 기준이 유명한 유튜버, 따봉스타, 아프리카bj임",0,0,1,0,0,0,0,0,1,0
최홍만이랑 야오밍이랑 쓰리썸하라그래 미친년들,0,0,0,0,0,0,0,0,1,1
⭕ 난 동성애보다 박근헤가 징역에서 자연법칙에 거스르는 새벽에 손가락으로 손장난하는것이 더 불경하다고 생각한다. 오징어냄새 방안에 진동한다카더라,1,0,0,0,0,0,0,0,1,0
맞노 지들이 하면 이성적 사고고 여자가 하면 감이다이기ㅋㅋㅋㅋ,0,0,0,0,0,0,1,0,0,0
씨발 동성애고 나발이고 예수쟁이들은 빨리 뒈져서 지들이 믿는 예수 씹새끼 곁으로 빨리 꺼졌으면 좋겠다,0,0,0,0,1,0,0,0,0,0
상폐년 만나고ㅋㅋ 구라치다 걸림ㅋㅋㅋ,0,0,1,0,0,0,0,0,0,0
똥냐 정신승리 오지노 응 한국똥은 외국에서도 인기없노 폭행판타지 있는 걸 보니 백퍼 시디노 참고로 양인은 너보면 throw up,1,0,0,0,0,0,0,0,0,0
근데 좀 신(고무신 아님ㅎ)나노;;,0,0,0,0,0,0,0,1,0,0
게이샛기들 사용하는 방법은 딱 하나임 수용같은곳에 싸그리 정조대 채워서 쳐넣고 문재인 이인영 이런 좌빨갱이들 묶어서 그날하루만 정조대 빼줘야함,1,0,0,0,0,1,0,0,1,0
이자슨민은 사실상 탱커ㅇㅇ 어그로에 최적화된 똥송함으로 최강탱커,0,1,0,0,0,0,0,0,1,0
이자스민 외국인 아님?,0,1,0,0,0,0,0,0,1,0
ㅇㅊㅇㅊ띵문이노,0,0,0,0,0,0,0,1,0,0
주말도아니고 평일이잖아 .상대적으로 노는년들이 남자보다 더 많으니 ㅇㅇ,0,0,0,0,0,0,0,0,0,1
이런새끼들덕이지노인혐오는 모르겟고 급식혐오는 존나 생겻다,0,0,1,0,0,0,0,0,0,0
이게바로 사람들 수준이다이자스민 어느지역사람들이 뽑았는지나 봐라,0,0,0,1,0,0,0,0,1,0
만지는 놈이나 당하는 년이나 그러려니 존나 자연스러운 거 보소,0,0,0,0,0,0,1,0,0,0
