문장,성소수자,인종국적,연령,지역,종교,기타혐오,악플욕설,clean,개인지칭,성별
전라도 개새끼들아 니들이 애국할 수 있는 길 열렸다 저 난민충 새끼들 잡아다가 노예로 길들여라 그게 니들이 할 수 있는 애국이다,0,1,0,1,0,0,0,0,0,0
아니 페미욕한게 왜 여성혐오야?,0,0,0,0,0,0,0,0,0,1
왜 간첩임? 저거 결말이 뭐냐,0,0,0,0,0,0,0,1,0,0
세분 목사님 응원합니다. 기도합니다,0,0,0,0,0,0,0,1,0,0
사병 50:50은 말은 없냐?,0,0,0,0,0,0,0,1,0,0
캬 쌍도음식 욕했다고 발발 떨면서 뭐라캤노 하는거보소 ㅋㅋㅋㅋㅋ 얏바리 쌍도저장소데스,0,0,0,1,0,0,0,0,0,0
ㄹㅇ이노 똥꼬 형냐들 후장에 좆박는넘이 좆 작으면 앵나 자적자한다 이니야ㅋ 웃챙ㅋㅋㅋㅋ,1,0,0,0,0,0,0,0,0,0
아무리 의사라도 저거 손댔다가잘못되면 처벌받을수있지않나,0,0,0,0,0,0,0,1,0,0
저새끼마저 보빨을하네ㄱㅋㅋ 어차피 문찐따처럼 쇼겠지만 참..대단한 우리 여성분들,0,0,0,0,0,0,0,0,0,1
같이 지낼 여군들 입장이 중요한거 아니야?,0,0,0,0,0,0,0,1,0,0
사망이후 조사받기 전까지 이 분 통화내역 확인 필요,0,0,0,0,0,0,0,1,0,0
띠용??? 갤주 앉힐 의자 모자라서 우리 화성에 의자 깔아놓은 쀼젤라또 아니었노??? 자리는 많다 이기야 재기 힘조!!,0,0,0,0,0,0,1,0,0,0
기본적으로 탈북한 새끼가 대한민국을 타자화 하는 순간 우리 국민으로 받아줄 이유가 없어진다.체제 싫다고 탈북까지 한 새끼가 여전히 북한이 자기 나라고 남한은 남의 나라라는 마인드잖아.걍 딴 나라로 망명하라고 대한민국 내 신분 박탈하고 쫓아 내는게 맞다.,0,1,0,0,0,0,0,0,0,0
누가 여자가 연약하다 했는가? 진정한 약자는 누구인가?,0,0,0,0,0,0,0,1,0,0
페미인데 남자랑 어떻게 어울림? 남자 혐오하는 애들인데 ㅋㅋㅋㅋ,0,0,0,0,0,0,0,0,0,1
에효 씨발,0,0,0,0,0,0,1,0,0,0
개슬람 개독 사막잡신 동네 종교는 상종 못한다.,0,0,0,0,1,0,0,0,0,0
오세라비 님 응원합니다.!,0,0,0,0,0,0,0,1,0,0
부산대 씹치 소굴 요즘 웜련같은댓 앵나 쩍게 보이긴하던데 좆같아서 안들어간지 오래됐노 필요하면 보력가겠다 댓에 싸움남?,0,0,0,0,0,0,0,1,0,0
기묘한 축제?,0,0,0,0,0,0,0,1,0,0
예수님 라스베가스에 휴가갔구만 개독새끼들 지랄들하네,0,0,0,0,1,0,0,0,0,0
홍어까는 글 쳐쓰면서 왜 씹쌍도 미화는 계속하는거냐 애미뒤진 통구이새끼들아,0,0,0,1,0,0,0,0,0,0
"애기들이 가장 좋아하는게 엄빤데 이 애기는 야 엄마가 때렸으니 얼마나 무섭고, 두려웠을까 불쌍한3살애기",0,0,0,0,0,0,0,1,0,0
핵터뜨려서다죽자,0,0,0,0,0,0,1,0,0,0
전.라.도.,0,0,0,0,0,0,0,1,0,0
쟤네 댓글 캡쳐 볼때마다 느끼는데 일베충 미러링이 아니고 초월해서 인간으로서 폐급 경지에 오른거같다,0,0,0,0,0,0,1,0,0,0
그냥 술처먹고 강에 빠져 뒤진걸 범인찾고 있는게 존나 웃긴거지ㅋㅋㅋㅋㅋ,0,0,0,0,0,0,0,1,0,0
전세계가 코로나 바이러스로 힘들어 하고 있습니다. 특히 우리나라 방역당국와 의료진 여러분께 언제나 응원을 보내고 항상 감사의 마음을 갖고 있습니다. 다들 힘내시기 바랍니다.,0,0,0,0,0,0,0,1,0,0
치매걸리면 후팔좆팔 재기해 씌앙롬아 이러는거 아니냐 ㅋㅋㅋ ^느^ 꾸르잼ㅋㅋㅋ,0,0,0,0,0,0,1,0,0,0
박수무당 쉐리... 꿈많은 한 소년의 인생짚밟고 한가족을 파괴하고 시키고 지는 살고 있나? 항문성교가 왜 에이즈 질병에 감염되는 취약한 구조라는걸 알게되었네요.. 그러니 동성애 강간 한번으로도 에이즈감염이 되어 영육이 죽게되는거였네요...ㅜㅜ,1,0,0,0,0,0,0,0,0,0
아이를 저렇게 키우면 아이가 사람들에게 미움 받을텐데. 저런 행동 못하게 따끔하게 교육시키는게 아이를 위하는거고 진짜 사랑이라고 생각함,0,0,0,0,0,0,0,1,0,0
40대는 틀딱과 대깨문 교집합 아니노,0,0,1,0,0,0,0,0,0,0
역시 해외에 나간 한남은 원정성범죄남이 맞노,0,0,0,0,0,0,0,0,0,1
반일이고 친일이고 별 생각은 없는데 저걸보고 욱일기가 생각난다는 발상이나 그걸 보고 자라는 애기한테 안좋은 영향이 간다는 생각은 정말 신기함,0,0,0,0,0,0,0,1,0,0
담번에 또 똥내나는 놈 비례로 나오면 새누리건 뭐건 절대 안뽑음,0,0,0,0,0,0,1,0,0,0
영국 프랑스 독일이 단일민족이란다이런 좆문가새끼들때문에 교육못받은애들이 진짜인줄알고 간다니깐,0,0,0,0,0,0,1,0,0,0
ㅇㅊㅇㅊ띵문이노,0,0,0,0,0,0,0,1,0,0
동묘가면 조희팔같이 생긴 장사꾼이 좌판깔고 이런거 팔고있고 틀딱들은 주위에 서서 상기된 표적으로 끄덕거리고 있음,0,0,1,0,0,0,0,0,0,0
제목으로 만선 이노?,0,0,0,0,0,0,0,1,0,0
저게왜페미냐 ㅋㅋ,0,0,0,0,0,0,0,1,0,0
민주화운동 하는거니까 냅둬라. 기사도 내지마라. 보기싫다 그짝 기사는ㅉ,0,0,0,1,0,0,0,0,0,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 구체적인 목표도없음 이런애들특 절대 실천안함,0,0,0,0,0,0,0,1,0,0
우리 교회는 지금도 거리두고 앉고 소득철저ㆍ열체크에 기록도 하고 있다 모범을 보입시다,0,0,0,0,0,0,0,1,0,0
아따 궁금하다 어디서 보냐?,0,0,0,0,0,0,0,1,0,0
단순 악플,0,0,0,0,0,0,0,1,0,0
았...나 지금 뭘 읽은거니,0,0,0,0,0,0,0,1,0,0
개슬람을 죽이면 되는거아니냐?,0,1,0,0,1,0,0,0,0,0
몸보다는 얼굴 왜이리 잘생겼어..?,0,0,0,0,0,0,0,1,0,0
"일단 서울대생이던, 좆문대생이던가 쓴 글은 거른다. 대학생이 인생 살아봤음 얼마나 살아봤다고 통계도 없는 분석 따위를 봐...",0,0,1,0,0,0,0,0,0,0
재기영기민기 ㄲㄲㄲ 다음은 상기 가자 이니야,0,0,0,0,0,0,0,1,0,0
남자화장실은 왜 들어갔어 박원순을 찾아가서 내인생 책임져 달라고 해야지,0,0,0,0,0,0,0,1,0,0
성소수자 인권만 생각하냐? 원래 다니던 애들은? 원래 여자인 사람은?,1,0,0,0,0,0,0,0,0,0
"다만 ""피고인이 범행 일체를 시인하고 잘못을 반성하는 점",0,0,0,0,0,0,0,1,0,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ피식했다,0,0,0,0,0,0,0,1,0,0
엘클라시코보다도 쩌노 ㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,0,1,0,0
손절치지마 보지년아 ㅎㅎ 이미 세상은 니네 보지들 대상으로 서서히 따먹고 죽일꺼야 자지님께서 힘이 세다는걸 체험해봐라 하하,0,0,0,0,0,0,0,0,0,1
그리고 당연하지만 이성애만큼 사회 주입 세뇌가 강한 정체성도 없다 하루속히 남성에게만 옮는 전염병이 돌기를 바라노,0,0,0,0,0,0,0,0,0,1
께롱께롱께롱!!!,0,0,0,0,0,0,0,1,0,0
한남죽어 한남죽어 한남죽어 한남죽어 한남죽어 한남죽어 한남죽어,0,0,0,0,0,0,0,0,0,1
바구니 과일이 위에는 크고 속에는 작길래.. 이거 왜이래요? 속이지 마셔야지 하니까 아래도 크면 탑이 안 쌓아져요 하길래탑 쌓지 마시라 하고 지나감,0,0,0,0,0,0,0,1,0,0
마지막 관문 넘는거 놈딱 기다려지는 쀼젤이노^느^,0,0,0,0,0,0,0,1,0,0
똥이 묻었노ㅋㅋㅋㅋ,0,0,0,0,0,0,1,0,0,0
일베=엠팍=료류=디시=루리웹,0,0,0,0,0,0,0,1,0,0
여행 안다니는 ㅎ한남들이 빡대가리 뭐 그런걸 신경쓰노,0,0,0,0,0,0,0,0,0,1
남녀가 헐벗고 섹스하자고 춤추고 퍼레이드 하고 콘돔 나눠주면 바로 잡혀갈텐데동성연애자들이 춤추고 항문섹스하자고 콘돔 나눠주는 것은 왜 가만둘까?,1,0,0,0,0,0,0,0,0,0
"여자,전라도만 안뽑아도 회사 이윤 2배 상승",0,0,0,1,0,0,0,0,0,1
시골로 갈수록 민도가 떨어져 면단위까지 가면 동남아수준으로 떨어진다. 시골 농부노총각이 동남아여자랑 결혼하는것은 일종의 자연의 섭리다.,0,1,0,1,0,0,0,0,0,0
착한 광주 사람들,0,0,0,0,0,0,0,1,0,0
난교파뤼~♡,0,0,0,0,0,0,1,0,0,0
좀 꺼져라 개슬람 씨발년들아,0,0,0,0,1,0,0,0,0,0
이니하고싶은거 다해,0,0,0,0,0,0,0,1,0,0
오래도 살았네,0,0,0,0,0,0,0,1,0,0
난 스코치 했는데,0,0,0,0,0,0,0,1,0,0
드라마 구해죠 현실판인건가요??  아이들 ㅜ 불쌍하단말로도 다 표현이 안되네ㅜ 종교의 탈을쓰고 인간으로 할수없는짓을 하는자  천벌을 받을것이다!!!!,0,0,0,0,0,0,0,1,0,0
"여성도 보급, 행정, 의료 등 비전투군인으로 얼마든지 국가에 기여할 수 있다",0,0,0,0,0,0,0,1,0,0
저거 글자는 그냥 덧씌운거고 카르텔간의 알력다툼에 의한 피해 갱단일듯.어떻게 40구 시체 모빌을 만들생각을 하냐. 진짜 저거 아이디어 낸 애들도 참 어떻게 보면 대단하다.,0,0,0,0,0,0,1,0,0,0
옥주할매 보지에 불나서 쉰다는 글 생각나네우웩,0,0,0,0,0,0,0,0,0,1
손톱 그거 왜 깎냐고 하면은 가위충들이 섹스할때 손가락으로 보지 쑤셔서 한단말야 그니까 손톱은 항상 손질해야하는거 ㅇㅇ 미용실잡지에서봄,1,0,0,0,0,0,0,0,0,0
네이버 실베 티내노 이기 ㅋㅋㅋㅋ 그리고 구글이나 다음에서는 바로 뜨더노 웜싸 못찾겠다는 사람들 포털사이트는 네일베만 있는 게 아닌데 왜 네일베에서만 한정짓는지 모르겠노,0,0,0,0,0,0,1,0,0,0
사회적합의는 수천년간 인간이 남녀가 서로 끌리고좋아하고 사랑하고 그래서 관계를 맺고 가족을 이루며 사는거지 그럼 동성애가 사회적 합의냐??? ㅉㅉㅉ,1,0,0,0,0,0,0,0,0,0
추징금이나 빨리 내지,0,0,0,0,0,0,0,1,0,0
뭐하냐 기업이네 기업이여 기업에 돈갖다 받치는 어이없는 시키들도 문제다,0,0,0,0,0,0,1,0,0,0
승리 박중사 우연같지? 필연임그냥 전라도는 일반적인 시각으로 이해하려고하면 안 됨논리회로자체가 달라,0,0,0,1,0,0,0,0,0,0
말투미첫냐 ㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,0,1,0,0
이름이 하이에나냐,0,0,0,0,0,0,0,1,0,0
으으으으으 시발 ......,0,0,0,0,0,0,1,0,0,0
지마켓은 리얼돌도 있던데,0,0,0,0,0,0,0,1,0,0
무슨게이트? 뭐가 권력형이냐? 국가내란을 회책한 넘이 할말은 아니지~~ 구치소로 가라,0,0,0,0,0,0,1,0,0,0
정상가족? 비혼과 동성혼(똥성혼포함)이 정상인 쀼젤라또다 이기야 한남충은 둘이 손잡고 결혼해서 집두채 얻어라 이기야 ^느^,0,0,0,0,0,0,0,0,0,1
너 노포지?,0,0,0,0,0,0,0,1,0,0
여기 개독새끼들 존나많음 개새끼들,0,0,0,0,1,0,0,0,0,0
하물며 여자가 먼저 시비 걸다 남친이 안 받아주니까 저런거ㅋㅋ,0,0,0,0,0,0,0,1,0,0
딱봐도 유튜브 주작채널 아니노?,0,0,0,0,0,0,0,1,0,0
당연히 권리를 주면 안되는거 아니냐?그럴거면 주민등록 번호도 왜 뒷자리 숫자를 나눴는데,0,0,0,0,0,0,0,1,0,0
옛날엔 이랬지만시방 전라도는 어디에나 있당께,0,0,0,1,0,0,0,0,0,0
친일은 보수우파가 아니다.,0,0,0,0,0,0,0,1,0,0
그런데 남성용 새티 이미 있던데 쟨 찾아보지도 않고 뭘 부러워하는거노,0,0,0,0,0,0,0,1,0,0
이런 개독교를 숭배하는게 황교활이라는 점 이새기가 되면 이나라가 아주 사이비교주들로 물들겠지 끔찍하다,0,0,0,0,1,0,0,0,1,0
돈벌면 지하실 하나 사놔야겠노,0,0,0,0,0,0,0,1,0,0
저 시키 말고도 스시국에서 성폭행 한 한남 많다이기,0,0,0,0,0,0,0,0,0,1
저 정도 깨어있는 사람이면 받아줘도 되지.,0,0,0,0,0,0,0,1,0,0
두번째 꾸미면 ㅅㅌㅊ인데 ㅠㅠ,0,0,0,0,0,0,0,1,0,0
"정게 틀딱, 박사모들 워마드 보빨한다고 페미니즘 옹호하기 시작했다",0,0,1,0,0,0,0,0,0,1
충분히 모를수가 있다고 생각하는데?여행사를 이용해서 갔기 때문에 근데 아마 여행사측에서는 알고있었겠지참고로 저지역에서 성지순례를 하는게 아니라 이스라엘도 들어가는 길목이라고 하더라,0,0,0,0,0,0,0,1,0,0
쌍도나 라도나 촌놈새끼들이 뭔 맨날 넷상에서 싸워대,0,0,0,1,0,0,0,0,0,0
이제 이글은 웜퇘지의 성지가 됩니다 하는거랑 1도 다를게 없노,0,0,0,0,0,0,0,1,0,0
반미를 폐기해야지 반일은 쭈욱가고!,0,1,0,0,0,0,0,0,0,0
66결혼 열두 살에 한 대장님도 있는데 아동성범죄 시브럴거? 남편은 열두 살 연상이었다던데99 전통 유구하노,0,0,0,0,0,0,1,0,0,0
내용도 좋은데 읽기 편하게 엔터쳐서 문단을 좀 나누는게 어떻겠노,0,0,0,0,0,0,0,1,0,0
아무리 영향력 있는 사업가라지만 한 나라의 대통령한테 전화 직접연결이라니 놀랍네,0,0,0,0,0,0,0,1,0,0
"그러면 man, woman / male, female 로 쓰는 영어는 세계적으로 답이 없는 성차별적 언어인가요?",0,0,0,0,0,0,0,1,0,0
중국이 더 현명하노 ㅋㅋㅋ 눈앞에서 누가 뒤지든 신경도 안쓰던데,0,0,0,0,0,0,0,1,0,0
김치녀도 적지 않지만 씹치남은 아주 해변 모래사장마냥 바글바글하노,0,0,0,0,0,0,0,0,0,1
원래 학생 때 기성 가치에 반항해야할 것 같은 헛바람이 들기 마련이다. 사회 나가서 이리저리 깨지고 스스로 돈 벌어보면 과거의 자신이 그렇게 창피할 수가 없음. 내가 그랬거든. 근데 나이 처먹고도 정신 못 차리는 애들도 가끔 있어,0,0,0,0,0,0,1,0,0,0
동성애자새끼들 다 화염방사기로 통구이만들어버리고싶다 ㅡㅡ가만히 쳐있으면 모를까 시팔 나대니깐 혐오감을 넘어 다 죽여버리고싶음,1,0,0,0,0,0,0,0,0,0
다 니같은앰셍인줄아냐ㅋ,0,0,0,0,0,0,1,0,0,0
하락한 가운데 빠진 가운데는 무슨뜻이에요...?ㅜㅜ,0,0,0,0,0,0,0,1,0,0
잘생겼따 간지남,0,0,0,0,0,0,0,1,0,0
나이 한 50 먹어서 자식들이랑 보면 개꿀이겠네,0,0,0,0,0,0,0,1,0,0
동성애가 유전이면 도태되겠지.생식이 안되는데 무슨 유전이야 미친새끼들이,1,0,0,0,0,0,0,0,0,0
홍진호는 요즘 뭐먹고 사냐?,0,0,0,0,0,0,0,1,0,0
여성인권의 퇴보랑께,0,0,0,0,0,0,0,1,0,0
레즈든 게이든 동성애는 정신병임,1,0,0,0,0,0,0,0,0,0
경상도새끼네,0,0,0,1,0,0,0,0,0,0
낮걸이 합법화 추진하자!!,0,0,0,0,0,0,0,1,0,0
부랄찢으며울엇다,0,0,0,0,0,0,0,1,0,0
와우 . 저 먹사녀석 세자매의 신앙을 위해 성령수를 내렸다고 생각할거다.. 사랑이라는 이름으로 거룩한 성령수를 주입한거야ㅡ,0,0,0,0,1,0,0,0,0,0
안대 한바가지 들고오노. 꽁자라고 그 기내 화장실에서 훔쳐온다 이기야;;; 이거 ㄹㅇ이노1!!후팔,0,0,0,0,0,0,1,0,0,0
뭐가 외롭고 험난하다는 것인지요? 정부와 보조를 맞추어 가는데....,0,0,0,0,0,0,0,1,0,0
내가 170인데 서울한복판에서 전철타면 나보다 작은놈들 천지삐까리다 이니,0,0,0,0,0,0,0,1,0,0
어제도 마트에서 다 계산 줄서고 있는데 씹틀딱 할매새끼가 새치기 하더라ㅋ내 앞에 보지년은 새치기 당해도 노인이니까 실실쪼개며 이해하는척 쳐하고있고 씨뻘련이ㅋㅋ,0,0,1,0,0,0,0,0,0,1
죽고싶냐?,0,0,0,0,0,0,1,0,0,0
같은 똥양인주제에 면상으로 수준 감별 wwwwww 이것이 애국보수의 수준인가요? wwwwwwwwwww,0,1,0,0,0,0,0,0,0,0
부들부들 잠들잠들,0,0,0,0,0,0,0,1,0,0
ㅋㅋㅋㅋ 미친 저교회엔다등신밖에없냐 ㅋㅋㅋ,0,0,0,0,1,0,0,0,0,0
부랄치기 느낌도 안오노 한남들아 좀 키워봐,0,0,0,0,0,0,0,0,0,1
돈을 보내질 말자이니. 6.9원이든 18원이든 저것들한테 보내기는 노무 아깝노.,0,0,0,0,0,0,1,0,0,0
생일 ㅊㅋ 한다 건강해라,0,0,0,0,0,0,0,1,0,0
이런글 올리는애 특징학창시절 국사시간에는 졸음 + 지잡깨시민,0,0,0,0,0,1,0,0,0,0
반갑노 같이 한남패자이기야,0,0,0,0,0,0,0,0,0,1
똥꼬충이나 트랜스젠신병자나,1,0,0,0,0,1,0,0,0,0
미국 후터스 보면 입에 게거품 물겠네,0,0,0,0,0,0,0,1,0,0
죄송하다면 다인가? 어떻게 책임을 질 것인가 말이다.,0,0,0,0,0,0,1,0,0,0
원장님 응원합니다,0,0,0,0,0,0,0,1,0,0
이게 실화였다면 을매나 좋겠노 광광,0,0,0,0,0,0,0,1,0,0
크어....실화노,0,0,0,0,0,0,0,1,0,0
외국인을 없애자 외국인을 없애자 한국에는 한국인만 남기자,0,1,0,0,0,0,0,0,0,0
나도 먹고 살 돈 달라고 청와대가서 시위해야겠다,0,0,0,0,0,0,0,1,0,0
크~~ 한마디 한마디에 진심이 묻어 나오네요~!!!,0,0,0,0,0,0,0,1,0,0
정의로운 다수가 불의한 소수에 의해 억압당하는 사회를 만들고야 말겠다는 차별금지법은 이 시대의 전체주의 독재법이다.,0,0,0,0,0,1,0,0,0,0
실제상황 이거 잼있음 일요일 낮에 재방하는거 가끔 보는데 꿀잼,0,0,0,0,0,0,0,1,0,0
종교 자체가 싫은게 아니고 인간이 싫다 팔게 없어서 종교를 팔고 할짓이없어서 신도 성폭행 그냥 사형이 답인데 판례되로 몇년 이것지 법개정하고 범죄 구형 올리고 사형 진행 합시다 세금 낭비에 피해자들 인생 누가 보상할겨,0,0,0,0,0,0,0,1,0,0
"귀화 후 현재 배우자와 30년이상 사실혼관계로 살아야 자격 취득하게 해야함.그 중간에 이혼하면 남자가 크게 잘못한 거 아니면(폭력, 불륜등) 이혼과 함께 귀화자격 상실. 결혼해놓고 1년만에 도망치면 그게 한국인이냐? 조선족이 서류상으로만 한국인이지.",0,1,0,0,0,0,0,0,0,0
이미 8월 14일에 검사 확진자수가 279명이었다. 이수치를 발표한게 8월 15일이었고..이 숫자가 광화문집회 탓이냐?,0,0,0,0,0,0,0,1,0,0
넘나 아름답노,0,0,0,0,0,0,0,1,0,0
고위 견들 하는거 보면 놀다 오는거 백퍼 명분 주는건 안해야지,0,0,0,0,0,0,0,1,0,0
딸랑딸랑 하는 한남꼴도 참 ㅂㅅ,0,0,0,0,0,0,0,0,0,1
미안한데 교사가 수정하라는 내용 싫어하는 글쓴이가 애초부터 쓴 내용도 정상은아님 ㅋㅋ,0,0,0,0,0,0,1,0,0,0
그냥 다들 순교나 해 버리지 뭐하러 살아돌아왔어 ㅠ,0,0,0,0,1,0,0,0,0,0
홍어와 여자 둘중 하나를 믿어야한다면 여자 말을 믿는게 진실에 가까울 확률이 518배다 ㄹㅇ,0,0,0,1,0,0,0,0,0,0
아이고 우리 민정이 아니… 너네 민정이 좆되부럇으야,0,0,0,0,0,0,1,0,0,0
이것도 뭔가 조작느낌이 팍 난다 이기야그냥 오바마가 하던거니까 지웠을거같은데,0,0,0,0,0,0,1,0,0,0
너 7시지?,0,0,0,1,0,0,0,0,0,0
아니 증거가 명백한데 억울? 아직 욕이 부족해?,0,0,0,0,0,0,1,0,0,0
사람마다 입맛이다른데 ㅅㅂㄹㅁ,0,0,0,0,0,0,1,0,0,0
전세계 개신교 목사 수준.,0,0,0,0,1,0,0,0,0,0
삐용삐용삐용삐용,0,0,0,0,0,0,0,1,0,0
리장타워로 떠납니다,0,0,0,0,0,0,0,1,0,0
뭐야 츤데레? 까는듯하면서 응원하는거 같은데??,0,0,0,0,0,0,0,1,0,0
배현진 크런치,0,0,0,0,0,0,0,1,0,0
소리출력 설정만 해주면 될껄요?,0,0,0,0,0,0,0,1,0,0
저분 빨리 착한 바퀴상 드려라,0,0,0,0,0,0,0,1,0,0
똥꼬충 더럽다 역겹다 웩,1,0,0,0,0,0,0,0,0,0
리볼트 타잔 썸바디헬푸미 필수 게임아입니카,0,0,0,0,0,0,0,1,0,0
노무현은 바보병신이라서 지가 호남바지사장노릇한줄도 몰랐던거야근데 본인도 짱구좀 굴려보니 ㄹㅇ 홍어새끼들은 말이 안통하거든결국에 자살당함,0,0,0,1,0,0,0,0,1,0
대구 자체는 인정.. 하지만 뭐 쫌만 옆으로 가면 만잖아.,0,0,0,0,0,0,0,1,0,0
맞는 말이노 내 존재 자체가 페미니즘이 될 수 있게 더욱 더 힘조야겠노,0,0,0,0,0,0,0,1,0,0
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,0,0,0,0,0,0,0,1,0,0
ㅋㅋㅋㅋㅋ 아이 귀여워라,0,0,0,0,0,0,0,1,0,0
출신국가. 이거. 이제는 짱깨를 짱깨라고 부르면 벌금 먹인다는 소리네씨발,0,1,0,0,0,0,0,0,0,0
낙타가 기침한지 2년이 다된것같은데 인증하나 없노 ^오^,0,0,0,0,0,0,0,1,0,0
홍오쉐리들 만선이노 ㅎㅎㅎㅎ,0,0,0,1,0,0,0,0,0,0
분탕은 쌍도를 까지만 쌍도를 깐다고 분탕이냐?? 존나 오유강간충새끼랑 다른게 뭐냐?,0,0,0,1,0,0,0,0,0,0
아진짜 개독 새끼들..,0,0,0,0,1,0,0,0,0,0
씨발 뒤졌어야되는데 아깝네 저 개념밥말아먹은 급식충새끼가 무슨깡으로 차에다 들이받노,0,0,1,0,0,0,0,0,0,0
기사을 부분적으로 발췌해서 써네,0,0,0,0,0,0,0,1,0,0
리얼 진짜 개쌍도 미개하다고 까니까 정신병있다고 하는 새끼들 극혐,0,0,0,1,0,0,0,0,0,0
아 아줌마 제육시킨거 언제나와요!,0,0,0,0,0,0,0,1,0,0
바지 밑단 왜 접고 다니는거냐? 요즘 패션임?,0,0,0,0,0,0,0,1,0,0
사람들이 엄두내기 힘든 일을 감당하는 수동요양병원 응원합니다.,0,0,0,0,0,0,0,1,0,0
회개충들이 또...,0,0,0,0,1,0,0,0,0,0
도덕적잣대를 너무 엄하게 들이대는거 아니냐? 학교 선생도 아니고,0,0,0,0,0,0,0,1,0,0
무고를 막을 방법은 사실상 하나도 없음. 오직 진술하는 피해자의 양심에만 맡김. 그 사람이 작정하고 덤비면 설사 이긴다쳐도 남는게 아무것도 없음.. 형평성에 어긋나도 너무 심하게 어긋나는거 아니냐?,0,0,0,0,0,0,0,1,0,0
아직도 좆븅신인 새끼 6969명 있긴 한데 예전과 비교해서 뭔가 달라진건 확실히 느껴진다. 근데 태도면에서 그렇지 법이나 제도나 실질적 사회적 차별은 그대로노. 더 패야한다,0,0,0,0,0,0,1,0,0,0
1년에 자살하는 애들만 2만명이다.. 변희스 죽었다고 트랜스젠더 군복무? 왜 모든 군부대에 남자 여자 게이 트랜스젠더 화장실 설치하지 그러냐?,1,0,0,0,0,0,0,0,0,0
ㅋㅋㅋㅋ 코로나헤럴드?,0,0,0,0,0,0,0,1,0,0
북한 선수새끼들 쌔게 나가면 그냥 뺨 후렸으면 좋겠다한국 선수들이 북한 같은 민족이라고 그지새끼들 너무 봐주는 경향이 있음,0,1,0,0,0,0,0,0,0,0
후장개통해주고싶은 미성년자지있다이기야 깔깔,0,0,0,0,0,0,0,0,0,1
저런거 낚이냐?,0,0,0,0,0,0,0,1,0,0
근데 요즘 고려인들은 왜 욕먹노?,0,0,0,0,0,0,0,1,0,0
교회 사이비 집단 다 폭파시켜야지 왜 미친 지랄하고 자빠졌냐,0,0,0,0,1,0,0,0,0,0
각교회마다 이간질하는자가 꽤있네..예배말씀이 일일이 새나오네ㅋ,0,0,0,0,0,0,0,1,0,0
거울보고 다시 글쓰자,0,0,0,0,0,0,1,0,0,0
"종현이 찌찌는 보고싶은데, 못봐서 크리토리스 부왘하다가 이성차린척 하는거지 ㅅㅂ",0,0,0,0,0,0,0,0,1,1
북송시켜라 ㅅ비,0,0,0,0,0,0,0,1,0,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 무사히잼,0,0,0,0,0,0,0,1,0,0
페라리 향수 쓴다조타,0,0,0,0,0,0,0,1,0,0
흠.. 신세대가 되면서 오히려 좌파적 사상이 더 어려워질 수 있겠다는 생각이 드는데?아주 어려서 부터 개인화 교육이 되는 얼라들 부터 그 틀을 깰 수 있을 듯 ㅋㅋ,0,0,0,0,0,0,0,1,0,0
저정도면 대선나가면 안되나?,0,0,0,0,0,0,0,1,0,0
위아래집 잘못만나면 좆됨,0,0,0,0,0,0,1,0,0,0
베댓 4개만 좀 내리자,0,0,0,0,0,0,0,1,0,0
인류멸망에 지름길~,0,0,0,0,0,0,0,1,0,0
똥꼬충 극혐,1,0,0,0,0,0,0,0,0,0
"그냥 전라도 출신 , 강간 성추행 전과자 , 남성성 자체에 트라우마를 가지고 있는 저지능 성소수자 제외하고 최소한의 사람 구실이라도 하는 20대 남자는 죄다 문재인 싫어한다고 보면 됨. 그냥",1,0,0,1,0,1,0,0,1,0
서울 새끼들이 뭔염치로 부심부리냐 시발?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0,1,0,0,0,0,0,0
요나서가 존나 재밌다ㅋㅋ그거도 써줘,0,0,0,0,0,0,0,1,0,0
대중교통에 군이 보호석 지정석을 만듭시다,0,0,0,0,0,0,0,1,0,0
3700?? 너무 과한디...,0,0,0,0,0,0,0,1,0,0
쌍도게이인데 우리집은 저거 맞음. 근데 욕을 처먹는게 아니라 그냥 처맞음.,0,0,0,1,0,0,0,0,0,0
미군에게 후장 벌려준 거 밖에 한 거 없는 새끼들이 무슨 나라를 지킨다고. 한남충 재기해.,0,0,0,0,0,0,0,0,0,1
